Acc. No.,Tree No.,Site name,Site abb.,Latitude,Longitude,Elevation (m),Days to germ
166,1,Cottonwood Drainage,CD16,34.97554,-118.59336,1643,96
520,13,Princeton,PRI,39.46143,-122.01841,28,131
519,2,Princeton,PRI,39.46061,-122.01819,31,89
174,7,CRESTON ,CRE,35.53494,-120.52401,335,54
487,14,PEACH TREE ROAD,PT,36.14315,-120.75333,442,82
488,2,PEACH TREE ROAD,PT,36.13889,-120.75064,446,69
283,10,"INDIAN VALLEY AREA, VINEYARD ROAD",IVA,35.77914,-120.69231,222,110
284,5,"INDIAN VALLEY AREA, VINEYARD ROAD",IVA,35.78269,-120.68856,225,61
408,10,Morgan Hill,MOH,37.16542,-121.71516,85,82
411,14,Morgan Hill,MOH,37.14801,-121.69319,109,103
461,3,Ojai,OJAI,34.44189,-119.24474,231,89
614,2,Tehachapi,TAC,35.12270,-118.48340,1239,75
613,13,Tehachapi,TAC,35.11889,-118.48441,1259,96
552,5,Round Valley,ROV,39.75847,-123.23589,425,89
549,4,Round Valley,ROV,39.75858,-123.24104,430,69
148,5,Cosumnes River Preserve,CRP,38.26244,-121.43118,7,145
146,13,Cosumnes River Preserve,CRP,38.26244,-121.43118,7,96
43,8,Cache Creek Nature Preserve,CCNP,38.69094,-121.87336,30,96
187,5,Dry Creek,DRY,37.64508,-120.84779,37,82
427,12,Mt. Hamilton High,HAMh,37.33749,-121.65334,1033,96
250,4,Healdsburg,HEA,38.61988,-122.82561,62,61
246,7,Healdsburg,HEA,38.61366,-122.82761,68,69
5,3,Alhambra,ALH,37.96534,-122.17293,146,96
4,1,Alhambra,ALH,37.96935,-122.17589,198,49
454,1,Oak Grove,OKG,38.05660,-121.36440,-7,75
458,9,Oak Grove,OKG,38.05582,-121.36349,-3,75
351,5,Malibu Creek State Park,MC,34.09798,-118.71614,157,75
347,1,Malibu Creek State Park,MC,34.09797,-118.71558,167,54
268,2,Hidden Valley (Thousand Oaks),HV,34.15521,-118.91630,332,82
55,9,Caswell Memorial SP,CAS,37.70627,-121.17850,34,69
59,7,Caswell Memorial SP,CAS,37.69561,-121.18295,18,54
114,8,"Cordon Ridge, 1200 m",CR12,35.00578,-118.66718,1226,89
118,8,"Cordon Ridge, 1200 m",CR12,35.00539,-118.66588,1241,110
648,8,Williams,WIL,39.00279,-122.35436,325,82
231,6,Gravelly Valley,GRV,39.43016,-122.97538,550,103
236,1,Gravelly Valley,GRV,39.44848,-122.96397,557,69
443,9,Nicolaus,NIC,38.88151,-121.60574,8,82
440,6,Nicolaus,NIC,38.88647,-121.59447,9,82
241,15,HASTINGS RESERVE,HAS,36.38540,-121.55293,519,89
243,9,HASTINGS RESERVE,HAS,36.38140,-121.55375,607,89
303,4,Jasper Ridge,JAS,37.40427,-122.24041,117,82
305,1,Jasper Ridge,JAS,37.40496,-122.24105,124,75
530,1,Redding,RDD,40.57021,-122.37802,146,61
535,11,Redding,RDD,40.61095,-122.34620,176,82
259,1,Henry Coe area,COE,37.08070,-121.46821,264,69
257,15,Henry Coe area,COE,37.08028,-121.46790,266,82
671,7,York Mountain Road ,YORK,35.54896,-120.78661,281,75
669,8,York Mountain Road ,YORK,35.55177,-120.77532,272,89
101,7,Cloverdale,CVD,38.85847,-123.03728,128,61
103,10,Cloverdale,CVD,38.85966,-123.03751,125,61
596,2,Sugarloaf Ridge area,SUG,38.42327,-122.55633,155,69
595,12,Sugarloaf Ridge area,SUG,38.42324,-122.55631,156,96
383,4,Meridian,MRD,39.18719,-121.92999,11,117
376,3,Meridian,MRD,39.18699,-121.89870,1,61
34,4,Bellota,BEL,38.05138,-121.01119,45,61
28,13,Bellota,BEL,38.05196,-121.01424,59,96
221,11,Fort Tejon State Park,FT,34.87413,-118.89376,973,75
218,16,Fort Tejon State Park,FT,34.87377,-118.89568,980,89
585,1,Springville,SPR,36.09927,-118.86832,217,49
591,5,Springville,SPR,,,,82
402,4,Monticello Dam,MOD,38.51506,-122.08321,57,61
407,12,Monticello Dam,MOD,38.51446,-122.07750,55,117
281,10,HUASNA VALLEY NEAR ARROYO GRANDE,HUA,35.11467,-120.39512,224,82
331,7,"LYNCH CANYON ROAD, LAKE NACIMIENTO",LYN,35.78765,-120.93880,284,69
327,10,"LYNCH CANYON ROAD, LAKE NACIMIENTO",LYN,35.78473,-120.96921,341,late germ
395,5,Middletown,MDT,38.76061,-122.60471,332,69
392,9,Middletown,MDT,38.75967,-122.60382,326,89
75,1,Chesebro,CHE,34.16356,-118.72408,327,69
76,8,Chesebro,CHE,34.16449,-118.72383,328,89
126,15,"Cordon Ridge, 1500 m",CR15,35.00158,-118.65216,1505,96
511,9,Platina,PLA,40.31795,-122.78255,454,61
513,16,Platina,PLA,40.31919,-122.78493,460,89
41,4,Blue Oak Ranch (a.k.a. BORR),BLU,37.35048,-121.73142,521,82
37,3,Blue Oak Ranch (a.k.a. BORR),BLU,37.35404,-121.72572,508,82
544,2,Restoration Oaks Ranch,RO,34.55380,-120.19004,195,75
538,12,Restoration Oaks Ranch,RO,34.55213,-120.18814,195,96
620,11,Tin Barn Rd,TIN,38.61844,-123.26057,289,75
619,9,Tin Barn Rd,TIN,38.61872,-123.26083,285,75
139,5,"Cordon Ridge, 900 m",CR9,35.00505,-118.69239,917,89
143,1,"Cordon Ridge, 900 m",CR9,35.00490,-118.69094,955,54
602,1,Sunol,SUN,37.60200,-121.87358,81,54
607,6,Sunol,SUN,37.60332,-121.87334,81,61
574,14,SEDGWICK RESERVE,SW,34.68820,-120.03615,323,75
571,9,SEDGWICK RESERVE,SW,34.68625,-120.03488,320,75
171,10,Cottonwood Drainage,CD16,34.97466,-118.59244,1631,89
169,14,Cottonwood Drainage,CD16,34.97496,-118.59283,1636,138
516,4,Princeton,PRI,39.45519,-122.01717,41,69
177,13,CRESTON ,CRE,35.53080,-120.51951,334,69
176,3,CRESTON ,CRE,35.53135,-120.51982,333,49
491,4,PEACH TREE ROAD,PT,36.15414,-120.76552,440,75
484,9,PEACH TREE ROAD,PT,36.13808,-120.75002,445,96
289,1,"INDIAN VALLEY AREA, VINEYARD ROAD",IVA,35.77844,-120.69317,201,54
285,4,"INDIAN VALLEY AREA, VINEYARD ROAD",IVA,35.78423,-120.68629,227,96
415,5,Morgan Hill,MOH,37.12977,-121.70248,159,69
414,13,Morgan Hill,MOH,37.12965,-121.70267,159,103
463,15,Ojai,OJAI,34.45443,-119.23152,245,late germ
609,15,Tehachapi,TAC,35.11741,-118.48917,1270,103
611,5,Tehachapi,TAC,35.11636,-118.48871,1277,82
548,6,Round Valley,ROV,39.75122,-123.24845,435,82
551,3,Round Valley,ROV,39.75859,-123.23914,427,61
145,6,Cosumnes River Preserve,CRP,38.26244,-121.43118,7,54
22,12,Bakersfield Natl Cemetary,BNC,35.25439,-118.66648,608,89
21,2,Bakersfield Natl Cemetary,BNC,35.25539,-118.66801,598,82
188,2,Dry Creek,DRY,37.64557,-120.84800,35,82
426,7,Mt. Hamilton High,HAMh,37.33835,-121.65305,1041,82
252,2,Healdsburg,HEA,38.61236,-122.83163,54,75
249,1,Healdsburg,HEA,38.61418,-122.82966,37,49
6,10,Alhambra,ALH,37.96543,-122.19367,146,82
3,6,Alhambra,ALH,37.96985,-122.17661,202,61
453,6,Oak Grove,OKG,38.05627,-121.36478,-6,82
457,6,Oak Grove,OKG,38.05709,-121.36305,-3,61
345,6,Malibu Creek State Park,MC,34.09538,-118.71702,154,75
350,14,Malibu Creek State Park,MC,34.09808,-118.71538,160,89
264,5,Hidden Valley (Thousand Oaks),HV,34.14321,-118.90102,307,124
56,4,Caswell Memorial SP,CAS,37.70553,-121.17966,28,82
61,15,Caswell Memorial SP,CAS,37.69425,-121.18423,11,82
119,6,"Cordon Ridge, 1200 m",CR12,35.00553,-118.66542,1242,89
115,5,"Cordon Ridge, 1200 m",CR12,35.00517,-118.66690,1228,110
646,2,Williams,WIL,39.00362,-122.35478,320,61
233,7,Gravelly Valley,GRV,39.44881,-122.96497,555,82
235,2,Gravelly Valley,GRV,39.44874,-122.96412,557,82
445,8,Nicolaus,NIC,38.88178,-121.60592,11,75
444,3,Nicolaus,NIC,38.88139,-121.60609,11,61
244,5,HASTINGS RESERVE,HAS,36.38447,-121.55448,515,96
242,8,HASTINGS RESERVE,HAS,36.38109,-121.55293,629,103
304,5,Jasper Ridge,JAS,37.40382,-122.24118,125,82
307,5,Jasper Ridge,JAS,37.40614,-122.24220,130,82
533,15,Redding,RDD,40.61291,-122.34833,178,124
536,1,Redding,RDD,40.61141,-122.34624,175,82
255,4,Henry Coe area,COE,37.07865,-121.46698,263,69
258,1,Henry Coe area,COE,37.08118,-121.46841,267,49
668,8,York Mountain Road ,YORK,35.55151,-120.77808,283,89
667,5,York Mountain Road ,YORK,35.55230,-120.77992,285,96
100,5,Cloverdale,CVD,38.85813,-123.03735,129,54
99,5,Cloverdale,CVD,38.82327,-123.01875,118,82
594,8,Sugarloaf Ridge area,SUG,38.42370,-122.55438,156,61
599,7,Sugarloaf Ridge area,SUG,38.41887,-122.55143,145,131
378,6,Meridian,MRD,39.18717,-121.89950,9,82
382,5,Meridian,MRD,39.18715,-121.92740,12,82
30,8,Bellota,BEL,38.05098,-121.01411,56,49
31,4,Bellota,BEL,38.05981,-121.01448,50,61
214,10,Fort Tejon State Park,FT,34.87458,-118.89292,973,61
216,1,Fort Tejon State Park,FT,34.87452,-118.89458,972,75
589,10,Springville,SPR,36.04934,-118.85868,226,89
587,11,Springville,SPR,36.09481,-118.83675,235,61
401,11,Monticello Dam,MOD,38.51530,-122.08376,60,110
404,6,Monticello Dam,MOD,38.51478,-122.07824,57,54
277,16,HUASNA VALLEY NEAR ARROYO GRANDE,HUA,35.12399,-120.39111,249,131
332,4,"LYNCH CANYON ROAD, LAKE NACIMIENTO",LYN,35.78751,-120.94111,288,82
330,2,"LYNCH CANYON ROAD, LAKE NACIMIENTO",LYN,35.78779,-120.93912,282,75
397,7,Middletown,MDT,38.76043,-122.60333,332,61
396,12,Middletown,MDT,38.76055,-122.60381,332,89
124,7,"Cordon Ridge, 1500 m",CR15,35.00159,-118.65189,1513,103
122,6,"Cordon Ridge, 1500 m",CR15,35.00143,-118.65051,1521,89
120,12,"Cordon Ridge, 1500 m",CR15,35.00182,-118.64979,1529,124
509,4,Platina,PLA,40.28982,-122.61132,224,82
508,6,Platina,PLA,40.28987,-122.60182,220,69
39,2,Blue Oak Ranch (a.k.a. BORR),BLU,37.35664,-121.72643,493,61
36,6,Blue Oak Ranch (a.k.a. BORR),BLU,37.35367,-121.72585,511,96
543,8,Restoration Oaks Ranch,RO,34.55312,-120.19014,208,89
542,8,Restoration Oaks Ranch,RO,34.55357,-120.18461,207,75
292,3,Ione,ION,38.32074,-120.97866,66,103
291,7,Ione,ION,38.32155,-120.97872,66,96
290,8,Ione,ION,38.32166,-120.97872,67,82
137,6,"Cordon Ridge, 900 m",CR9,35.00495,-118.69306,905,89
603,4,Sunol,SUN,37.60157,-121.87363,81,61
606,9,Sunol,SUN,37.60355,-121.87331,81,82
573,4,SEDGWICK RESERVE,SW,34.68844,-120.03652,326,103
569,3,SEDGWICK RESERVE,SW,34.70106,-120.04023,347,89
167,5,Cottonwood Drainage,CD16,34.97533,-118.59338,1643,110
521,1,Princeton,PRI,39.46268,-121.99226,32,75
518,7,Princeton,PRI,39.45728,-122.02053,32,69
172,4,CRESTON ,CRE,35.53375,-120.55709,342,82
173,1,CRESTON ,CRE,35.53469,-120.52434,332,54
485,5,PEACH TREE ROAD,PT,36.14391,-120.75369,442,117
490,15,PEACH TREE ROAD,PT,36.14749,-120.75760,439,96
286,9,"INDIAN VALLEY AREA, VINEYARD ROAD",IVA,35.80846,-120.67199,289,89
287,4,"INDIAN VALLEY AREA, VINEYARD ROAD",IVA,35.81006,-120.67004,286,54
409,5,Morgan Hill,MOH,37.16528,-121.71496,90,69
412,1,Morgan Hill,MOH,37.14795,-121.69316,109,69
464,11,Ojai,OJAI,34.44401,-119.22274,241,82
610,8,Tehachapi,TAC,35.11596,-118.48901,1279,89
608,14,Tehachapi,TAC (Teh?),35.11713,-118.48862,1268,96
545,2,Round Valley,ROV,39.74843,-123.24821,437,49
546,1,Round Valley,ROV,39.74833,-123.24822,439,75
16,9,Bakersfield Natl Cemetary,BNC,35.25503,-118.67350,603,96
20,7,Bakersfield Natl Cemetary,BNC,35.25663,-118.66744,592,82
19,3,Bakersfield Natl Cemetary,BNC,35.25665,-118.66799,592,89
186,10,Dry Creek,DRY,37.64569,-120.84776,35,82
425,2,Mt. Hamilton High,HAMh,37.33829,-121.65341,1041,82
247,8,Healdsburg,HEA,38.61356,-122.82802,67,89
248,5,Healdsburg,HEA,38.61417,-122.82976,47,61
2,2,Alhambra,ALH,37.96964,-122.17619,199,69
7,9,Alhambra,ALH,37.96547,-122.19386,142,82
459,2,Oak Grove,OKG,38.05551,-121.36244,-3,75
460,6,Oak Grove,OKG,38.05566,-121.36263,-2,49
346,1,Malibu Creek State Park,MC,34.09775,-118.71652,165,69
266,9,Hidden Valley (Thousand Oaks),HV,34.15258,-118.90409,311,82
263,9,Hidden Valley (Thousand Oaks),HV,34.14318,-118.90047,307,110
62,5,Caswell Memorial SP,CAS,37.70419,-121.18105,10,61
57,9,Caswell Memorial SP,CAS,37.69846,-121.18408,22,89
113,7,"Cordon Ridge, 1200 m",CR12,35.00529,-118.66748,1219,89
645,14,Williams,WIL,39.00442,-122.35487,320,117
649,4,Williams,WIL,38.99365,-122.35313,319,89
230,11,Gravelly Valley,GRV,39.42741,-123.01550,814,103
234,9,Gravelly Valley,GRV,39.44887,-122.96455,557,89
446,9,Nicolaus,NIC,38.88123,-121.60262,12,103
238,15,HASTINGS RESERVE,HAS,36.38783,-121.54967,542,117
240,2,HASTINGS RESERVE,HAS,36.38751,-121.54993,537,103
309,13,Jasper Ridge,JAS,37.40536,-122.23953,121,89
302,16,Jasper Ridge,JAS,37.40564,-122.23970,115,152
532,11,Redding,RDD,40.61283,-122.34853,179,82
529,4,Redding,RDD,40.57071,-122.37843,146,69
254,13,Henry Coe area,COE,37.07253,-121.47559,254,82
256,2,Henry Coe area,COE,37.07872,-121.46686,264,82
666,6,York Mountain Road ,YORK,35.55196,-120.77879,284,89
672,5,York Mountain Road ,YORK,35.55676,-120.77053,297,82
98,13,Cloverdale,CVD,38.82267,-123.01930,118,131
475,4,Patterson,PAT,37.49586,-121.06629,26,69
473,14,Patterson,PAT,37.49353,-121.08161,18,96
474,7,Patterson,PAT,37.49286,-121.08331,19,82
381,12,Meridian,MRD,39.18731,-121.90849,14,75
380,2,Meridian,MRD,39.18725,-121.90304,7,69
33,5,Bellota,BEL,38.05077,-121.01207,44,61
32,2,Bellota,BEL,38.05064,-121.01234,48,54
219,8,Fort Tejon State Park,FT,34.87317,-118.89433,975,89
217,3,Fort Tejon State Park,FT,34.87443,-118.89521,977,82
590,14,Springville,SPR,36.09187,-118.81484,267,82
586,7,Springville,SPR,36.08004,-118.89775,225,89
406,4,Monticello Dam,MOD,38.51478,-122.07755,57,61
403,5,Monticello Dam,MOD,38.51480,-122.07794,57,54
280,3,HUASNA VALLEY NEAR ARROYO GRANDE,HUA,35.11222,-120.40086,253,69
9,7,Angels Camp (a.k.a 102),ANG,38.05775,-120.62022,454,103
15,1,Angels Camp (a.k.a 102),ANG,38.08537,-120.56381,477,82
270,1,HOLLISTER HILLS,HH,36.77647,-121.40765,193,69
274,6,HOLLISTER HILLS,HH,36.77961,-121.40169,191,69
391,15,Middle Creek CG,MCK,39.24288,-122.94722,440,89
384,7,Middle Creek CG,MCK,,,,89
579,1,Sonora,SON,37.95725,-120.42442,440,69
582,9,Sonora,SON,37.99425,-120.38364,586,82
192,1,Dunlap,DUN,36.74523,-119.15390,548,54
197,4,Dunlap,DUN,36.74153,-119.13903,556,75
631,4,White River,WHR,35.83670,-118.96389,191,117
633,4,White River,WHR,35.83822,-118.96577,190,69
528,9,Red Bluff,RED,40.19379,-122.18501,91,96
184,11,Diamond Springs,DIA,38.70866,-120.81216,499,75
178,13,Diamond Springs,DIA,38.71397,-120.81155,543,82
448,7,Novato,NOV,38.10773,-122.57983,9,117
449,10,Novato,NOV,38.11274,-122.56886,6,103
633,1,White River,WHR,35.83822,-118.96577,190,69
389,14,Middle Creek CG,MCK,39.24500,-122.94808,441,82
384,16,Middle Creek CG,MCK,,,,103
149,14,Cottonwood,CTW,40.36757,-122.28863,134,110
155,1,Cottonwood,CTW,40.36018,-122.30750,132,61
37,1,Blue Oak Ranch (a.k.a. BORR),BLU,37.35404,-121.72572,508,82
39,6,Blue Oak Ranch (a.k.a. BORR),BLU,37.35664,-121.72643,493,82
216,9,Fort Tejon State Park,FT,34.87452,-118.89458,972,96
215,7,Fort Tejon State Park,FT,34.87472,-118.89387,972,69
468,14,Oneals,ONE,37.15827,-119.74027,357,82
446,3,Nicolaus,NIC,38.88123,-121.60262,12,82
443,13,Nicolaus,NIC,38.88151,-121.60574,8,late germ
148,1,Cosumnes River Preserve,CRP,38.26244,-121.43118,7,96
59,9,Caswell Memorial SP,CAS,37.69561,-121.18295,18,69
58,8,Caswell Memorial SP,CAS,37.69557,-121.18346,19,75
231,5,Gravelly Valley,GRV,39.43016,-122.97538,550,103
235,11,Gravelly Valley,GRV,39.44874,-122.96412,557,103
115,3,"Cordon Ridge, 1200 m",CR12,35.00517,-118.66690,1228,103
114,6,"Cordon Ridge, 1200 m",CR12,35.00578,-118.66718,1226,82
318,8,Kingsburg,KIN,36.49160,-119.53883,90,82
20,10,Bakersfield Natl Cemetary,BNC,35.25663,-118.66744,592,96
328,2,"LYNCH CANYON ROAD, LAKE NACIMIENTO",LYN,35.78753,-120.93898,283,69
327,2,"LYNCH CANYON ROAD, LAKE NACIMIENTO",LYN,35.78473,-120.96921,341,69
50,14,Carrissa Highway & E. Pozo Rd,PO,35.38546,-120.17471,481,103
51,12,Carrissa Highway & E. Pozo Rd,PO,35.38519,-120.17553,480,103
537,2,Restoration Oaks Ranch,RO,34.55227,-120.19056,186,69
543,10,Restoration Oaks Ranch,RO,34.55312,-120.19014,208,96
563,15,SANTA MARGARITA,SMAR,35.35170,-120.53426,357,124
562,9,SANTA MARGARITA,SMAR,35.35228,-120.53825,344,96
370,2,Merced River,MER,37.52504,-120.32188,110,61
368,14,Merced River,MER,37.52352,-120.32126,115,131
670,14,York Mountain Road ,YORK,35.54924,-120.78675,282,82
672,8,York Mountain Road ,YORK,35.55676,-120.77053,297,89
223,10,George J Hatfield SRA,HAT,37.34638,-120.94698,19,82
225,8,George J Hatfield SRA,HAT,37.35170,-120.96173,18,61
657,1,Woodson Bridge SRA/Tehama CP,WOO,39.90974,-122.08971,56,54
658,7,Woodson Bridge SRA/Tehama CP,WOO,39.91040,-122.09136,54,103
197,6,Dunlap,DUN,36.74153,-119.13903,556,82
191,8,Dunlap,DUN,36.74553,-119.15846,530,75
80,12,Chews Ridge,CHW,36.34367,-121.58124,1072,82
81,2,Chews Ridge,CHW,36.34139,-121.58068,1093,61
300,3,Island,ISL,36.36639,-119.80563,64,89
295,10,Island,ISL,36.34470,-119.82507,60,69
136,2,"Cordon Ridge, 600 m",CR6,35.00674,-118.70799,585,61
610,4,Tehachapi,TAC,35.11596,-118.48901,1279,82
615,6,Tehachapi,TAC,35.11386,-118.48926,1292,89
180,6,Diamond Springs,DIA,38.71357,-120.81122,539,75
185,5,Diamond Springs,DIA,38.70877,-120.81239,503,61
160,13,COTTONWOOD CANYON ROAD,COT,34.99192,-119.88856,624,89
162,3,COTTONWOOD CANYON ROAD,COT,34.99233,-119.88839,613,89
411,5,Morgan Hill,MOH,37.14801,-121.69319,109,75
413,5,Morgan Hill,MOH,37.13591,-121.70014,172,69
209,15,FORT HUNTER LIGGETT,FHL,35.98026,-121.23441,301,110
211,7,FORT HUNTER LIGGETT,FHL,35.97619,-121.23695,313,75
256,7,Henry Coe area,COE,37.07872,-121.46686,264,89
254,5,Henry Coe area,COE,37.07253,-121.47559,254,61
143,9,"Cordon Ridge, 900 m",CR9,35.00490,-118.69094,955,69
137,15,"Cordon Ridge, 900 m",CR9,35.00495,-118.69306,905,124
95,10,Clearlake Oaks,CLO,39.02187,-122.71349,401,89
272,11,HOLLISTER HILLS,HH,36.77815,-121.40269,192,82
271,2,HOLLISTER HILLS,HH,36.77734,-121.40459,199,82
549,5,Round Valley,ROV,39.75858,-123.24104,430,69
551,1,Round Valley,ROV,39.75859,-123.23914,427,54
581,9,Sonora,SON,37.97928,-120.38844,529,54
577,4,Sonora,SON,37.95635,-120.42282,438,82
26,8,Bear River,BER,39.03440,-121.10777,424,75
655,8,Willits,WLT,39.38292,-123.34292,431,89
653,4,Willits,WLT,39.38390,-123.34167,432,96
13,5,Angels Camp (a.k.a 102),ANG,38.05104,-120.62301,448,89
12,11,Angels Camp (a.k.a 102),ANG,38.05101,-120.62324,448,96
269,15,HOLLISTER HILLS,HH,36.77565,-121.40834,198,131
276,8,HOLLISTER HILLS,HH,36.77506,-121.40727,221,82
388,2,Middle Creek CG,MCK,39.25236,-122.95158,443,69
385,2,Middle Creek CG,MCK,39.25349,-122.95084,441,75
583,11,Sonora,SON,38.00973,-120.39066,632,61
584,8,Sonora,SON,38.01128,-120.40405,638,82
191,3,Dunlap,DUN,36.74553,-119.15846,530,61
196,2,Dunlap,DUN,36.74155,-119.13927,556,54
632,5,White River,WHR,35.83719,-118.96464,189,131
634,5,White River,WHR,35.83794,-118.96766,187,49
523,10,Red Bluff,RED,40.12669,-122.12164,65,75
181,5,Diamond Springs,DIA,38.71424,-120.81170,546,82
180,13,Diamond Springs,DIA,38.71357,-120.81122,539,89
452,10,Novato,NOV,38.08955,-122.59269,53,82
447,4,Novato,NOV,38.10754,-122.57954,8,103
635,8,White River,WHR,35.83764,-118.96732,188,69
391,5,Middle Creek CG,MCK,39.24288,-122.94722,440,75
388,9,Middle Creek CG,MCK,39.25236,-122.95158,443,75
151,5,Cottonwood,CTW,40.36756,-122.29284,132,82
156,13,Cottonwood,CTW,40.36029,-122.31100,131,131
36,3,Blue Oak Ranch (a.k.a. BORR),BLU,37.35367,-121.72585,511,89
35,5,Blue Oak Ranch (a.k.a BORR),BLU,37.35788,-121.72672,467,69
218,14,Fort Tejon State Park,FT,34.87377,-118.89568,980,82
217,7,Fort Tejon State Park,FT,34.87443,-118.89521,977,82
465,6,Oneals,ONE,37.14885,-119.73211,368,82
439,8,Nicolaus,NIC,38.88670,-121.59470,11,82
445,4,Nicolaus,NIC,38.88178,-121.60592,11,54
146,15,Cosumnes River Preserve,CRP,38.26244,-121.43118,7,96
55,3,Caswell Memorial SP,CAS,37.70627,-121.17850,34,69
56,11,Caswell Memorial SP,CAS,37.70553,-121.17966,28,89
230,1,Gravelly Valley,GRV,39.42741,-123.01550,814,82
234,15,Gravelly Valley,GRV,39.44887,-122.96455,557,103
113,1,"Cordon Ridge, 1200 m",CR12,35.00529,-118.66748,1219,82
116,7,"Cordon Ridge, 1200 m",CR12,35.00527,-118.66647,1232,110
316,1,Kingsburg,KIN,36.46237,-119.55080,86,69
19,1,Bakersfield Natl Cemetary,BNC,35.25665,-118.66799,592,82
329,1,"LYNCH CANYON ROAD, LAKE NACIMIENTO",LYN,35.78784,-120.93893,279,82
334,4,"LYNCH CANYON ROAD, LAKE NACIMIENTO",LYN,35.78807,-120.95192,320,54
47,5,Carrissa Highway & E. Pozo Rd,PO,35.38845,-120.16939,479,82
54,14,Carrissa Highway & E. Pozo Rd,PO,35.38610,-120.16743,469,75
540,6,Restoration Oaks Ranch,RO,34.55826,-120.17836,232,96
541,5,Restoration Oaks Ranch,RO,34.55341,-120.18465,207,103
564,14,SANTA MARGARITA,SMAR,35.34739,-120.53631,347,110
561,5,SANTA MARGARITA,SMAR,,,,89
373,3,Merced River,MER,37.51684,-120.36082,91,69
369,2,Merced River,MER,37.52510,-120.32139,111,69
668,2,York Mountain Road ,YORK,35.55151,-120.77808,283,69
671,15,York Mountain Road ,YORK,35.54896,-120.78661,281,110
222,12,George J Hatfield SRA,HAT,37.34690,-120.87823,22,75
226,4,George J Hatfield SRA,HAT,37.35279,-120.96049,20,82
659,8,Woodson Bridge SRA/Tehama CP,WOO,39.91079,-122.09097,55,82
661,2,Woodson Bridge SRA/Tehama CP,WOO,39.91081,-122.08992,57,61
196,6,Dunlap,DUN,36.74155,-119.13927,556,69
194,7,Dunlap,DUN,36.74241,-119.14307,560,82
78,7,Chews Ridge,CHW,36.34520,-121.58087,1045,89
82,3,Chews Ridge,CHW,36.34082,-121.58023,1096,61
299,8,Island,ISL,36.35385,-119.83384,64,75
294,7,Island,ISL,36.34366,-119.82310,78,75
132,5,"Cordon Ridge, 600 m",CR6,35.00751,-118.70712,590,117
612,11,Tehachapi,TAC,35.11866,-118.48600,1259,96
614,13,Tehachapi,TAC,35.12270,-118.48340,1239,89
181,1,Diamond Springs,DIA,38.71424,-120.81170,546,89
179,15,Diamond Springs,DIA,38.71380,-120.81155,542,late germ
161,10,COTTONWOOD CANYON ROAD,COT,34.99176,-119.88843,618,82
163,2,COTTONWOOD CANYON ROAD,COT,34.99132,-119.88766,613,61
415,8,Morgan Hill,MOH,37.12977,-121.70248,159,75
409,1,Morgan Hill,MOH,37.16528,-121.71496,90,61
206,9,FORT HUNTER LIGGETT,FHL,35.97960,-121.23371,293,89
207,5,FORT HUNTER LIGGETT,FHL,35.97922,-121.23432,299,69
260,6,Henry Coe area,COE,37.08237,-121.46968,273,69
261,4,Henry Coe area,COE,37.09570,-121.46964,283,82
141,12,"Cordon Ridge, 900 m",CR9,35.00425,-118.69169,930,82
138,10,"Cordon Ridge, 900 m",CR9,35.00508,-118.69288,906,110
94,3,Clearlake Oaks,CLO,39.02147,-122.71146,399,61
273,4,HOLLISTER HILLS,HH,36.77872,-121.40139,194,69
276,11,HOLLISTER HILLS,HH,36.77506,-121.40727,221,89
547,2,Round Valley,ROV,39.74828,-123.24841,438,54
548,2,Round Valley,ROV,39.75122,-123.24845,435,75
582,3,Sonora,SON,37.99425,-120.38364,586,82
578,5,Sonora,SON,37.95644,-120.42265,437,96
23,3,Bear River,BER,38.99662,-121.10839,402,75
650,7,Willits,WLT,39.41081,-123.34682,418,82
654,16,Willits,WLT,39.38618,-123.34067,431,124
11,6,Angels Camp (a.k.a 102),ANG,38.05197,-120.62457,445,124
14,12,Angels Camp (a.k.a 102),ANG,38.06791,-120.59639,396,152
271,1,HOLLISTER HILLS,HH,36.77734,-121.40459,199,82
273,3,HOLLISTER HILLS,HH,36.77872,-121.40139,194,54
386,8,Middle Creek CG,MCK,39.25364,-122.95068,444,96
390,4,Middle Creek CG,MCK,39.24419,-122.94749,440,82
580,10,Sonora,SON,37.97516,-120.39289,525,103
577,9,Sonora,SON,37.95635,-120.42282,438,89
195,4,Dunlap,DUN,36.74229,-119.14274,558,61
190,1,Dunlap,DUN,36.74545,-119.16129,523,61
636,10,White River,WHR,35.83649,-118.96342,190,89
635,9,White River,WHR,35.83764,-118.96732,188,69
525,1,Red Bluff,RED,40.15633,-122.20159,78,69
179,6,Diamond Springs,DIA,38.71380,-120.81155,542,82
183,14,Diamond Springs,DIA,38.70850,-120.81227,500,117
451,8,Novato,NOV,38.08725,-122.59093,48,75
450,4,Novato,NOV,38.08614,-122.59032,43,late germ
634,4,White River,WHR,35.83794,-118.96766,187,49
390,2,Middle Creek CG,MCK,39.24419,-122.94749,440,82
386,15,Middle Creek CG,MCK,39.25364,-122.95068,444,131
153,5,Cottonwood,CTW,40.36277,-122.29977,133,75
152,9,Cottonwood,CTW,40.36642,-122.29591,132,82
40,9,Blue Oak Ranch (a.k.a. BORR),BLU,37.35782,-121.72746,476,61
42,13,Blue Oak Ranch (a.k.a. BORR),BLU,37.35104,-121.73129,517,89
